2020-02-11/21:44:00		Error while creating table: no such column: F 
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:17		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:18		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112015.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:19		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:20		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:21		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:22		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:23		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:24		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-02-12/19:10:25		 hypothyroid_0211198_0102062112016.csv: File loaded successfully!!
2020-09-27/17:00:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:20		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:21		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:22		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:23		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:24		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:25		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:26		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:27		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:28		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
2020-09-27/17:00:29		 hypothyroid_0211198_0102062111998.csv: File loaded successfully!!
